gene_name	count	amino_acid_length	length
ASNA1	3	348	11184
ASNS	5	561	20424
ASNSD1	5	643	9446
ASPA	2	313	31045
ASPDH	5	283	3090
ASPG	6	579	27082
ASPH	95	758	214039
ASPHD1	155	390	19489
ASPHD2	35	369	15742
ASPM	37	3477	62566
ASPN	428	380	26301
ASPRV1	13	343	2171
ASPSCR1	6	647	40599
ASRGL1	13	308	55962
ASS1	4	412	56345
ASTE1	6	704	13774
ASTL	7	431	14586
ASTN1	15	1302	307671
ASTN2	18	1339	989844
ASUN	2	706	33145
ASXL3	249	2248	172577
ASZ1	12	475	64901
ATAD1	1	361	89831
ATAD2	38	1390	96500
ATAD2B	12	1458	178450
ATAD3A	13	634	22536
ATAD3B	99	648	26085
ATAD3C	74	411	20469
ATAD5	185	1844	63899
ATAT1	5	421	19979
ATCAY	2	377	48215
ATE1	11	518	188377
ATF1	3	271	57412
ATF2	3	505	96132
ATF4	15	351	2991
ATF5	95	282	5233
ATF6	7	670	197776
ATF6B	11	703	30077
ATF7	17	494	118559
ATF7IP	39	1278	133087
ATF7IP2	356	682	157204
ATG10	2	220	304832
ATG12	106	187	13662
ATG13	12	550	57542
ATG14	1	492	45466
ATG16L1	6	624	85623
ATG16L2	7	619	29366
ATG2A	23	1940	22715
ATG2B	49	2078	82612
ATG3	4	314	29537
ATG4A	3	398	63003
ATG4B	23	393	36644
ATG4C	17	458	81378
ATG4D	26	474	9523
ATG5	2	275	141315
ATG7	5	703	285144
ATG9A	8	839	19945
ATHL1	16	764	6972
ATIC	3	592	37947
ATL1	7	558	100559
ATL2	5	583	82405
ATL3	130	568	47834
ATMIN	17	823	11511
ATN1	898	1190	17858
ATOH1	5	354	1179
ATOH8	7	321	36722
ATP10A	22	1499	187897
ATP10B	37	1461	289094
ATP10D	22	1426	108198
ATP11A	22	1191	196839
ATP11B	7	1177	128135
ATP11C	10	1132	218930
ATP12A	36	1045	31372
ATP13A1	24	1204	18495
ATP13A2	11	1180	25970
ATP13A3	15	1226	95692
ATP13A4	24	1196	191034
ATP13A5	29	1218	104053
ATP1A1	7	1023	37593
ATP1A2	4	1020	27832
ATP1A3	12	1026	30915
ATP1A4	13	1029	35407
ATP1B1	5	303	27025
ATP1B4	9	357	20259
ATP2A1	3	1001	26104
ATP2A2	7	1042	70337
ATP2A3	14	1052	40567
ATP2B1	4	1220	121249
ATP2B2	14	1243	384009
ATP2B3	5	1220	65263
ATP2B4	20	1205	117520
ATP2C1	4	973	166117
ATP2C2	28	975	95660
ATP4A	27	1035	13615
ATP4B	9	291	9382
ATP5A1	7	553	20190
ATP5B	2	529	7839
ATP5C1	5	298	19686
ATP5D	1	168	3075
ATP5F1	5	256	13909
ATP5G2	1	198	44682
ATP5G3	7	142	8349
ATP5H	1	161	8122
ATP5I	2	69	1902
ATP5J	2	119	19169
ATP5J2	2	98	17856
ATP5J2-PTCD1	19	749	46448
ATP5O	3	213	12527
ATP5SL	4	263	9399
ATP6AP1	6	470	7884
ATP6AP1L	1	224	107515
ATP6AP2	5	350	25743
ATP6C	1	151	13990
ATP6V0A1	9	838	63767
ATP6V0A2	16	856	49437
ATP6V0A4	15	840	93265
ATP6V0B	1	261	3808
ATP6V0C	1	155	6348
ATP6V0D1	4	392	43223
ATP6V0D2	7	350	166905
ATP6V0E2	3	213	7727
ATP6V1A	224	617	65037
ATP6V1B1	4	513	29524
ATP6V1B2	10	511	29452
ATP6V1C1	4	382	51988
ATP6V1C2	6	427	63461
ATP6V1D	3	247	65894
ATP6V1E1	5	226	36682
ATP6V1F	2	147	3018
ATP6V1G1	3	118	10627
ATP6V1G3	5	124	17722
ATP6V1H	3	483	128001
ATP7A	19	1500	139698
ATP7B	23	1465	78821
ATP8A1	35	1164	248732
ATP8A2	133	1188	653780
ATP8B1	11	1251	156675
ATP8B2	6	1223	25754
ATP8B3	37	1310	30201
ATP8B4	14	1192	324579
ATP9A	13	1047	172120
ATP9B	122	1147	307985
ATPAF1	6	351	41130
ATPAF2	6	289	61800
ATPBD4	5	267	0
ATPIF1	3	106	10797
ATR	19	2644	129591
ATRAID	1	284	5151
ATRIP	7	791	19001
ATRN	53	1429	180082
ATRNL1	9	1379	855379
ATRX	18	2492	281338
ATXN1	167	815	462379
ATXN10	4	475	173509
ATXN1L	1	689	39277
ATXN2	191	1313	147462
ATXN2L	30	1097	14202
ATXN3	41	370	48069
ATXN7	47	945	138905
ATXN7L1	13	861	271536
ATXN7L2	16	722	9325
ATXN7L3	2	354	8308
AUH	4	339	148098
AUNIP	23	371	27489
AUP1	1	410	3294
AURKA	4	403	22948
AURKAIP1	6	199	1765
AURKB	10	345	5862
AURKC	2	309	4539
AUTS2	15	1259	1194149
AVEN	31	362	172949
AVIL	19	819	21328
AVL9	19	648	543478
AVP	3	164	2168
AVPI1	1	147	9899
AVPR1A	4	418	5708
AVPR1B	6	424	7663
AVPR2	13	371	4635
AWAT1	9	328	5972
AXDND1	161	1012	189015
AXIN1	17	862	65233
AXIN2	10	843	33084
AXL	7	894	42563
AZGP1	1	298	9437
AZI1	16	1083	33406
AZI2	3	392	34124
AZIN1	2	448	67507
AZU1	7	251	6920
B3GALNT1	2	331	21501
B3GALNT2	9	500	54543
B3GALT1	2	326	55369
B3GALT2	2	422	7609
B3GALT5	6	310	116695
B3GALT6	7	329	2792
B3GALTL	11	498	132340
B3GAT1	1	347	33414
B3GAT2	10	323	100359
B3GAT3	2	335	6879
B3GNT1	3	415	2320
B3GNT2	9	397	28618
B3GNT3	8	372	18254
B3GNT4	6	378	5409
B3GNT5	2	378	45260
B3GNT7	6	401	5621
B3GNT8	27	397	3371
B3GNT9	2	402	3109
B3GNTL1	9	361	109655
B4GALNT1	7	533	9945
B4GALNT2	7	566	37529
B4GALNT3	53	998	103145
B4GALNT4	14	1039	12320
B4GALT1	9	398	63274
B4GALT2	11	401	12225
B4GALT3	5	393	6187
B4GALT4	4	344	29371
B4GALT5	4	388	80933
B4GALT6	1	382	63589
B4GALT7	6	327	10247
B9D1	1	213	40628
B9D2	4	175	9752
BAALC	4	180	89595
BAAT	5	418	23102
BABAM1	9	329	13899
BACE1	2	401	30573
BACE2	5	518	114717
BACH1	6	736	436679
BACH2	20	841	370379
BAG1	2	345	16943
BAG3	16	575	26449
BAG4	7	457	36768
BAG6	7	1162	13670
BAHD1	10	780	28521
BAI2	20	1585	37776
BAI3	19	1522	754144
BAIAP2	8	553	82284
BAIAP2L1	15	511	109417
BAIAP2L2	146	529	25781
BAIAP3	20	1187	15837
BAMBI	6	260	5597
BANF1	1	89	2070
BANK1	11	785	663526
BANP	6	519	128074
BAP1	7	729	9337
BARD1	242	777	84058
BARHL1	1	327	8081
BARHL2	1	387	5698
BARX1	23	254	3749
BARX2	10	279	76336
BASP1	4	227	211236
BATF2	1	274	9102
BATF3	3	127	13567
BAX	2	218	6983
BAZ1A	3	1556	122916
BAZ1B	57	1483	81880
BAZ2A	22	1905	41220
BAZ2B	35	2168	297713
BBC3	26	261	11942
BBOX1	30	387	87084
BBS1	7	593	23021
BBS10	5	723	3968
BBS12	11	710	12241
BBS2	5	721	53447
BBS4	4	527	52290
BBS5	16	544	46744
BBS7	4	715	46057
BBS9	20	887	476824
BBX	112	941	288388
BCAM	19	628	12345
BCAN	14	911	18142
BCAP29	8	348	49193
BCAP31	1	313	24205
BCAR1	16	916	39023
BCAR3	12	825	285359
BCAS1	6	614	133988
BCAS3	8	950	715385
BCAS4	4	211	82283
BCAT1	12	398	138098
BCAT2	5	445	15967
BCCIP	3	322	30149
BCDIN3D	3	292	5339
BCHE	5	602	64568
BCKDHB	6	392	239623
BCKDK	6	412	6682
BCL10	4	233	10842
BCL11A	17	835	102400
BCL11B	9	894	102237
BCL2	2	239	196782
BCL2A1	2	175	10557
BCL2L1	2	233	59537
BCL2L10	1	241	3512
BCL2L12	16	334	8350
BCL2L13	3	485	101767
BCL2L14	2	360	161240
BCL2L15	1	163	9379
BCL2L2	2	193	12969
BCL2L2-PABPN1	2	333	18534
BCL3	13	454	12339
BCL6	16	706	24350
BCL6B	12	479	7270
BCL7A	1	231	42620
BCL7B	5	202	21646
BCL7C	3	292	61334
BCL9	27	1426	84804
BCL9L	54	1499	31733
BCLAF1	76	920	32988
BCMO1	21	547	52694
BCO2	10	579	49232
BCOR	80	1755	127514
BCORL1	150	1785	76975
BCR	12	1271	138333
BCS1L	4	419	4679
BDH1	1	343	63540
BDH2	5	245	20448
BDKRB1	9	353	13143
BDKRB2	1	391	39650
BDNF	1	329	67165
BDP1	31	2624	112205
BECN1	5	450	23215
BEGAIN	8	593	50264
BEND2	2	799	57973
BEND3	3	828	50087
BEND4	13	534	41940
BEND5	4	421	49446
BEND6	2	279	72367
BEND7	11	519	90490
BEST1	6	604	15694
BEST2	12	509	6756
BEST3	22	668	56116
BEST4	5	473	4120
BET1	1	132	41620
BET3L	4	181	0
BEX2	2	160	1700
BFAR	6	450	36421
BFSP1	12	665	75315
BFSP2	6	415	75227
BGLAP	2	100	1359
BGN	10	368	14615
BHLHA15	2	189	1552
BHLHA9	1	235	901
BHLHB9	2	547	32852
BHLHE22	57	381	3367
BHLHE23	6	225	1056
BHLHE41	12	482	5101
BHMT	4	406	20506
BHMT2	5	363	19749
BICC1	15	974	318295
BICD1	8	975	276798
BICD2	8	855	53449
BID	2	241	40630
BIK	71	160	18964
BIN1	4	593	59328
BIN2	8	565	43630
BIN3	2	253	48730
BIRC2	4	618	31459
BIRC3	8	604	21919
BIRC5	5	165	11450
BIRC6	86	4857	261870
BIRC7	2	298	4624
BIRC8	7	236	2019
BIVM	3	503	42486
BLID	1	108	861
BLK	7	505	70603
BLM	21	1417	98301
BLMH	8	455	43856
BLNK	10	456	79844
BLOC1S1	4	153	4051
BLOC1S3	8	202	3056
BLOC1S4	4	217	1545
BLOC1S5	2	187	50847
BLOC1S6	5	177	28876
BLVRA	6	296	48660
BLVRB	6	206	18051
BLZF1	1	400	28570
BMF	2	184	21002
BMI1	11	469	10273
BMP1	13	986	47590
BMP10	2	424	6036
BMP15	4	392	5823
BMP2	2	396	12616
BMP2K	82	1161	140030
BMP3	11	472	26566
BMP4	2	408	9025
BMP5	9	454	121919
BMP6	16	513	154625
BMP7	1	431	97881
BMP8A	7	402	34289
BMP8B	8	402	31679
BMPER	115	685	250961
BMPR1A	3	532	176188
BMPR1B	6	532	400480
BMPR2	27	1038	190815
BMS1	107	1282	52136
BMX	4	675	92283
BNC1	8	994	28811
BNC2	14	1099	461340
BNIP1	2	271	19945
BNIP2	5	435	30388
BNIP3	1	194	13857
BNIPL	1	357	11030
BOC	21	1115	76453
BOD1	2	185	9146
BOD1L1	91	3051	58985
BOK	9	212	15410
BOLA1	1	137	12908
BOLA3	1	107	12596
BOLL	5	333	59883
BOP1	8	746	29027
BORA	12	559	28275
BPGM	2	259	33005
BPHL	3	291	35204
BPI	34	487	77356
BPIFA1	3	256	7314
BPIFA2	1	249	19644
BPIFA3	3	254	10448
BPIFB1	3	484	36398
BPIFB2	15	458	16109
BPIFB3	5	476	18204
BPIFB4	9	614	32107
BPIFB6	10	453	12399
BPIFC	5	507	50637
BPNT1	7	308	32980
BPTF	45	3046	158854
BRAP	2	592	43840
BRAT1	19	821	17850
BRCA1	4	1884	81188
BRCA2	10	3418	84194
BRD1	11	1189	54229
BRD2	18	836	11051
BRD3	21	726	38230
BRD4	15	1362	95709
BRD7	4	652	55447
BRD8	235	1235	39220
BRD9	7	597	42533
BRDT	7	947	65055
BRE	2	415	448960
BRF1	8	677	106303
BRF2	3	419	6636
BRI3	8	125	55471
BRI3BP	58	251	37531
BRICD5	5	260	2697
BRIP1	9	1249	182255
BRMS1	4	290	7792
BRMS1L	3	323	106007
BROX	3	411	22643
BRPF1	20	1220	16289
BRPF3	16	1205	36046
BRSK1	4	794	30461
BRSK2	15	766	72790
BRWD1	25	2320	137383
BRWD3	15	1802	138834
BSCL2	11	464	19570
BSDC1	14	474	29628
BSG	5	385	12196
BSN	72	3926	117056
BSND	6	320	11950
BSPH1	6	132	24124
BSPRY	5	402	21692
BST1	4	333	35363
BSX	1	233	4150
BTAF1	22	1849	106556
BTBD1	2	482	50932
BTBD11	12	1104	341229
BTBD16	11	507	66856
BTBD17	4	478	5530
BTBD18	2	712	8267
BTBD2	12	525	49433
BTBD3	4	522	35886
BTBD6	7	485	2603
BTBD7	11	1132	95542
BTBD8	5	378	67531
BTBD9	2	612	471697
BTD	14	545	44481
BTF3	4	206	7227
BTF3L4	1	158	34591
BTG2	1	158	4111
BTG3	4	296	19294
BTK	6	659	36748
BTLA	1	289	35593
BTN1A1	2	526	9201
BTN2A1	21	527	18699
BTN2A2	19	523	11778
BTN3A1	13	513	12979
BTN3A2	4	334	13159
BTN3A3	17	584	12943
BTNL3	3	466	17882
BTNL8	117	500	51829
BTNL9	23	536	21298
BTRC	3	605	203258
BUB1	11	1085	40416
BUB1B	13	1064	60113
BUB3	1	328	11093
BUD13	8	619	24818
BVES	1	360	40352
BYSL	13	437	11858
BZRAP1	244	1907	27560
BZW2	1	419	60392
C10orf105	2	167	26123
C10orf107	1	208	103805
C10orf11	2	226	958927
C10orf113	213	155	20796
C10orf114	5	136	0
C10orf118	15	898	53358
C10orf12	10	1247	4541
C10orf120	5	335	2113
C10orf128	5	172	33857
C10orf129	17	480	34728
C10orf137	9	1238	0
C10orf2	31	684	7034
C10orf32	2	106	10738
C10orf35	1	121	3345
C10orf53	2	157	30610
C10orf54	13	311	25939
C10orf55	1	151	12808
C10orf62	4	223	1240
C10orf68	29	692	0
C10orf71	16	1435	28350
C10orf76	112	689	210594
C10orf82	1	234	6568
C10orf88	11	445	23500
C10orf90	11	796	245513
C10orf91	5	145	5081
C10orf95	3	257	1706
C10orf99	6	81	11556
C11orf1	2	190	7040
C11orf16	10	467	12930
C11orf21	5	178	7404
C11orf24	10	449	10666
C11orf30	59	1337	108102
C11orf31	2	122	2161
C11orf35	17	634	5924
C11orf40	27	217	6397
C11orf42	7	333	5566
C11orf48	2	289	9440
C11orf49	4	337	227696
C11orf52	2	123	8840
C11orf53	6	236	30419
C11orf54	5	315	23158
C11orf58	1	183	143749
C11orf63	18	778	77115
C11orf65	20	313	159012
C11orf68	2	293	2309
C11orf70	12	267	37117
C11orf71	15	147	8974
C11orf73	1	197	43716
C11orf74	1	221	78772
C11orf75	4	59	0
C11orf82	6	998	58302
C11orf83	2	93	3414
C11orf84	4	381	14330
C11orf85	3	216	34568
C11orf86	4	115	1727
C11orf87	1	197	6994
C11orf88	6	196	22246
C11orf93	2	154	0
C11orf94	8	98	748
C12orf10	18	376	7491
C12orf23	2	116	23059
C12orf29	3	325	16314
C12orf4	16	552	50780
C12orf40	10	652	282133
C12orf42	5	360	258380
C12orf43	3	263	14080
C12orf44	87	218	8248
C12orf45	1	185	63427
C12orf49	3	205	22282
C12orf5	14	270	31967
C12orf50	5	414	53998
C12orf52	7	293	0
C12orf56	6	623	124755
C12orf60	62	245	103014
C12orf61	2	131	1683
C12orf66	2	468	35980
C12orf69	3	225	0
C12orf70	2	343	0
C12orf71	1	269	1456
C12orf73	1	71	15506
C12orf76	3	135	45619
C13orf35	69	121	37453
C14orf1	2	140	11398
C14orf101	10	707	0
C14orf105	8	336	24566
C14orf119	1	140	5691
C14orf159	9	621	165299
C14orf166	4	244	15227
C14orf166B	5	488	43930
C14orf177	99	125	6148
C14orf180	285	177	10831
C14orf182	2	107	25808
C14orf183	10	324	8992
C14orf37	29	774	298404
C14orf39	14	587	119074
C14orf79	12	325	24707
C14orf80	10	495	9720
C14orf93	2	538	23265
C15orf26	6	301	142142
C15orf27	15	531	169284
C15orf32	6	178	29463
C15orf38	3	226	13029
C15orf38-AP3S2	5	394	78574
C15orf39	21	1047	16526
C15orf40	1	167	23200
C15orf41	4	287	230637
C15orf43	3	220	22527
C15orf48	12	131	18232
C15orf52	33	534	9515
C15orf53	1	179	3440
C15orf55	18	1160	0
C15orf56	1	161	2305
C15orf57	1	203	36374
C15orf59	13	293	12947
C15orf60	6	266	116856
C15orf61	2	157	6222
C16orf11	19	571	5106
C16orf13	3	205	1929
C16orf3	14	117	993
C16orf45	3	204	190733
C16orf46	10	395	23770
C16orf54	3	224	3543
C16orf55	5	146	0
C16orf58	5	468	19838
C16orf59	9	433	4883
C16orf62	24	1052	151553
C16orf70	2	422	38581
C16orf71	11	537	15124
C16orf72	2	275	29992
C16orf74	1	76	61045
C16orf78	5	265	25608
C16orf86	2	317	1942
C16orf88	10	458	0
C16orf89	13	440	21988
C16orf90	5	190	1996
C16orf91	8	356	9600
C16orf92	2	132	4402
C16orf93	36	396	5287
C16orf98	1	204	1567
C17orf102	1	167	5246
C17orf104	23	952	33914
C17orf105	1	164	7177
C17orf107	2	190	3514
C17orf47	17	570	2781
C17orf49	1	192	3030
C17orf50	5	174	4182
C17orf51	3	221	49668
C17orf53	11	647	20570
C17orf59	6	357	1912
C17orf64	3	236	38992
C17orf66	4	570	13940
C17orf67	2	114	46860
C17orf70	49	881	14076
C17orf74	18	501	1953
C17orf77	12	243	9530
C17orf80	9	609	16719
C17orf82	67	251	1529
C17orf85	4	620	35085
C17orf89	1	78	2042
C17orf96	3	379	3226
C17orf97	107	423	13392
C18orf21	2	220	7195
C18orf25	15	403	93430
C18orf32	4	76	5594
C18orf54	1	533	27301
C18orf56	3	123	17020
C18orf62	4	101	0
C18orf8	9	657	28273
C19orf12	11	152	14643
C19orf18	6	215	16097
C19orf21	12	679	0
C19orf25	2	160	18413
C19orf26	22	725	9740
C19orf33	183	140	848
C19orf35	13	473	7550
C19orf38	10	230	33215
C19orf40	2	215	6013
C19orf43	2	176	4135
C19orf44	23	657	25041
C19orf45	14	505	15474
C19orf47	1	422	28991
C19orf48	2	117	7225
C19orf52	4	260	4802
C19orf54	15	351	10697
C19orf57	12	668	24104
C19orf59	7	187	3198
C19orf60	1	201	3651
C19orf69	2	130	1607
C19orf70	1	140	2475
C19orf71	8	209	4876
C19orf77	11	130	6135
C1D	2	180	69818
C1GALT1C1	8	318	4357
C1orf100	8	147	37028
C1orf101	10	951	186800
C1orf105	3	183	48143
C1orf106	51	663	24687
C1orf109	3	203	10672
C1orf110	3	302	44357
C1orf111	8	261	3667
C1orf112	4	853	191976
C1orf114	8	509	0
C1orf115	1	142	9312
C1orf116	4	601	14235
C1orf123	7	160	6518
C1orf131	1	293	17424
C1orf141	30	400	139688
C1orf159	1	380	34543
C1orf162	2	155	4720
C1orf168	13	728	100892
C1orf172	6	398	10844
C1orf173	86	1530	105627
C1orf174	4	243	11168
C1orf177	5	418	36189
C1orf185	4	199	45846
C1orf189	8	101	6961
C1orf192	2	177	3143
C1orf194	3	169	7906
C1orf198	4	327	32470
C1orf204	3	235	20873
C1orf21	1	121	241962
C1orf226	2	315	19902
C1orf229	8	237	2257
C1orf35	9	263	4685
C1orf43	9	253	13922
C1orf51	5	385	4550
C1orf52	1	182	9716
C1orf53	7	145	4720
C1orf54	4	131	12716
C1orf56	34	341	4246
C1orf61	1	187	26451
C1orf63	1	291	95976
C1orf64	9	169	4571
C1orf65	11	623	2097
C1orf68	2	250	907
C1orf85	5	406	5583
C1orf87	20	546	86501
C1orf94	23	598	52248
C1orf95	1	141	60414
C1QA	5	245	3102
C1QB	3	253	8776
C1QBP	1	282	16053
C1QC	1	245	4480
C1QL1	1	258	8378
C1QL2	5	287	2646
C1QL4	22	238	4771
C1QTNF1	1	291	26974
C1QTNF2	13	330	22890
C1QTNF3	2	319	24384
C1QTNF4	11	329	4995
C1QTNF5	1	243	7731
C1QTNF6	4	278	19218
C1QTNF7	5	296	106348
C1QTNF8	3	252	6239
C1QTNF9	7	333	15369
C1QTNF9B	19	333	11556
C1QTNF9B-AS1	1	100	0
C1RL	6	487	19686
C1S	8	688	81985
C2	19	752	25493
C20orf111	3	292	0
C20orf112	7	436	142014
C20orf118	6	215	0
C20ORF135	1	112	338
C20orf141	13	165	846
C20ORF141	13	254	0
C20orf144	5	153	3335
C20orf166	5	117	20311
C20orf173	3	202	6467
C20orf194	17	1177	158321
C20orf195	4	318	3688
C20orf196	2	205	113519
C20orf197	2	126	17028
C20orf202	3	122	4820
C20orf24	2	143	6823
C20orf26	14	1237	308188
C20orf85	3	137	10246
C20orf96	2	363	19886
C21orf128	10	162	6400
C21orf2	2	375	10458
C21orf33	3	268	12118
C21orf59	5	290	20787
C21ORF59	7	296	0
C21orf7	3	242	0
C21orf91	1	297	30419
C22orf15	3	157	2840
C22orf23	5	217	10148
C22orf24	1	227	11997
C22orf26	1	138	4666
C22orf28	2	505	0
C22orf29	2	364	8758
C22orf31	4	290	3172
C22orf32	2	107	0
C22orf39	2	142	96864
C22orf42	20	251	10316
C22orf43	189	229	23869
C2CD2	25	696	68778
C2CD2L	19	707	16344
C2CD3	61	2353	158492
C2CD4A	3	369	3940
C2CD4B	14	364	1748
C2CD4C	5	421	3701
C2CD4D	3	353	2738
C2CD5	14	1054	95963
C2orf15	8	161	181256
C2orf16	91	1984	6199
C2orf40	1	148	14913
C2orf42	9	574	98735
C2orf43	4	370	139094
C2orf44	6	721	20235
C2orf47	2	291	53223
C2orf48	1	159	70342
C2orf49	7	232	11852
C2orf50	4	162	13737
C2orf53	4	412	2555
C2orf54	4	447	10841
C2orf57	14	395	1419
C2orf62	2	387	11243
C2orf66	1	117	5274
C2orf68	1	166	5412
C2orf69	2	385	44679
C2orf70	7	201	16950
C2orf71	84	1288	13285
C2orf72	10	295	12229
C2orf73	10	287	53708
C2orf76	42	126	64603
C2orf78	6	922	32958
C2orf80	2	193	24730
C2orf82	3	139	21438
C2orf83	1	150	23230
C2orf88	1	95	323875
C3	29	1663	52858
C3AR1	8	482	8169
C3orf14	3	128	17240
C3orf17	22	567	17421
C3orf18	3	162	12996
C3orf20	15	904	97935
C3orf27	1	149	4086
C3orf30	29	536	13892
C3orf36	11	165	1664
C3orf37	7	354	0
C3orf45	2	164	0
C3orf55	1	135	134503
C3orf58	13	430	76921
C3orf62	4	267	9307
C3orf67	11	689	332718
C3orf70	1	250	74964
C3orf72	68	175	6217
C3orf79	8	100	18202
C4A	1	1744	20657
C4BPA	3	597	40710
C4BPB	2	252	11151
C4orf17	5	359	31299
C4orf19	3	314	169554
C4orf21	6	2104	97659
C4orf22	1	250	628036
C4orf26	12	176	9837
C4orf27	2	346	28488
C4orf29	8	414	74405
C4orf3	4	199	7393
C4orf33	5	199	23323
C4orf36	1	117	59996
C4orf40	48	219	43183
C4orf47	3	309	23586
C4orf48	4	139	2008
C4orf51	6	202	90828
C4orf6	52	93	3232
C5	31	1676	97938
C5AR1	1	350	32043
C5AR2	12	337	11202
C5orf15	1	265	13277
C5orf22	7	442	22792
C5orf24	1	188	14057
C5orf28	2	215	39641
C5orf30	2	206	19958
C5orf38	1	226	3263
C5orf4	6	333	0
C5orf42	62	3197	143200
C5orf45	8	343	27737
C5orf46	4	87	25812
C5orf47	2	176	32361
C5orf48	1	134	4565
C5orf49	5	147	21112
C5orf51	7	294	17448
C5orf52	1	159	8590
C5orf54	10	594	6949
C5orf55	22	119	1613
C5orf56	1	126	65408
C5orf58	3	102	20128
C5orf60	53	277	3502
C6	20	934	119204
C6orf1	4	159	3090
C6orf10	23	563	55175
C6orf106	4	298	109571
C6orf118	9	469	29943
C6orf120	3	210	4168
C6orf132	157	1188	41501
C6orf136	2	496	6162
C6orf15	4	325	1336
C6orf165	6	622	103622
C6orf170	70	1298	0
C6orf195	5	127	12690
C6orf201	3	143	51745
C6orf203	1	245	23139
C6orf211	6	441	17814
C6orf25	3	241	8113
C6orf47	1	294	2472
C6orf52	5	152	23379
C6orf57	6	108	22652
C6orf58	2	330	72362
C6orf62	4	229	15975
C6orf70	14	678	0
C6orf89	7	354	57094
C7	14	843	73687
C7orf25	1	479	3579
C7orf26	7	449	18709
C7orf29	13	236	0
C7orf31	9	590	45659
C7orf33	2	177	25295
C7orf34	9	152	1515
C7orf41	1	131	0
C7orf43	6	580	4295
C7orf45	3	244	0
C7orf49	3	157	78432
C7orf50	6	194	141274
C7orf53	3	131	0
C7orf61	1	206	7656
C7orf62	4	253	1615
C7orf63	4	941	65889
C7orf65	1	151	6404
C7orf69	2	122	24556
C7orf71	1	169	9399
C7orf72	26	438	63794
C8A	15	584	63415
C8B	13	591	36930
C8G	6	202	1728
C8orf31	2	132	20733
C8orf33	5	229	3652
C8orf34	5	538	488300
C8orf37	7	207	24282
C8orf40	4	107	0
C8orf42	72	198	0
C8orf44	5	159	17949
C8orf46	3	207	58521
C8orf47	3	374	29299
C8orf48	14	319	1444
C8orf58	15	365	4549
C8orf74	10	294	27956
C8orf76	4	380	21442
C8orf86	7	223	17828
C9	10	559	140606
C9orf114	9	376	10170
C9orf116	1	136	6553
C9orf117	9	520	9013
C9orf123	1	112	0
C9orf129	3	196	28215
C9orf131	7	1079	4896
C9orf135	4	229	85439
C9orf139	6	190	9318
C9orf142	2	204	1566
C9orf152	11	239	18141
C9orf153	4	101	39392
C9orf156	6	441	18081
C9orf163	1	203	2571
C9orf169	4	184	1676
C9orf170	1	121	10912
C9orf171	11	320	163274
C9orf172	7	976	2930
C9orf173	7	386	2221
C9orf174	49	1701	0
C9orf24	4	262	18813
C9orf3	12	819	360458
C9orf40	3	194	6305
C9orf41	1	409	47403
C9orf43	42	461	19630
C9orf47	5	235	5277
C9orf50	17	431	8551
C9orf57	1	161	21441
C9orf64	11	341	18675
C9orf66	22	295	2785
C9orf72	6	481	27320
C9orf78	2	289	8573
C9orf84	8	1444	108835
C9orf85	4	179	74544
C9orf9	17	222	12174
C9orf96	1	680	28103
CA1	1	261	51406
CA10	4	334	529703
CA11	4	328	8370
CA12	6	354	60783
CA13	3	262	63486
CA14	4	337	7287
CA4	5	312	20963
CA5A	9	305	48510
CA7	1	264	9774
CA8	1	290	94065
CA9	6	459	7303
CAAP1	3	361	52119
CAB39	6	341	108230
CAB39L	2	337	135476
CABIN1	56	2220	166954
CABLES1	191	633	125903
CABLES2	41	478	18653
CABP1	1	370	26772
CABP2	13	220	4516
CABP4	3	275	6822
CABP5	1	173	14100
CABP7	1	215	11755
CABS1	2	395	2150
CABYR	4	395	22625
CACFD1	2	233	10881
CACHD1	18	1274	222313
CACNA1A	227	2506	417548
CACNA1C	33	2209	722156
CACNA1D	56	2181	319077
CACNA1F	21	1977	28308
CACNA1G	148	2377	66406
CACNA1H	81	2353	68530
CACNA1I	142	2229	118984
CACNA1S	26	1873	73052
CACNA2D1	164	1103	497354
CACNA2D2	14	1153	141442
CACNA2D4	16	1154	126879
CACNB1	5	598	24247
CACNB2	238	660	401192
CACNB3	7	484	15147
CACNB4	2	520	266303
CACNG1	4	222	12203
CACNG2	1	323	139635
CACNG3	1	315	107248
CACNG4	23	327	68488
CACNG5	5	296	50368
CACNG6	5	260	20381
CACNG7	2	275	34606
CACNG8	11	425	27175
CACTIN	25	867	16174
CACUL1	2	369	81082
CACYBP	3	228	12551
CAD	19	2225	26553
CADM1	11	471	335737
CADM2	10	437	1115447
CADM3	5	432	31704
CADM4	3	388	17471
CADPS	16	1353	477032
CADPS2	13	1296	568332
CAGE1	10	839	63087
CALB2	5	271	31725
CALCA	2	141	5634
CALCOCO1	9	691	16626
CALCOCO2	2	470	35534
CALCR	12	508	150243
CALCRL	4	461	105331
CALD1	7	793	226476
CALHM1	9	346	5501
CALHM2	10	323	6117
CALHM3	2	344	6436
CALM1	1	150	11759
CALM3	1	149	9719
CALML4	5	196	15374
CALML5	2	146	875
CALR	1	417	5911
CALR3	5	384	17135
CALU	1	323	32515
CALY	1	217	11548
CAMK1	5	370	12650
CAMK1D	6	385	486064
CAMK1G	5	476	30221
CAMK2A	2	489	70800
CAMK2B	17	666	117427
CAMK2D	2	533	310895
CAMK2G	4	588	62084
